Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,1,2,5,0.22681305925870268,0.865,4.979328165374677,0.6283379061261193,0.013785849279065707,0.0033437057532159416,0.1235343803236808,0.04987501417619982,nan,nan,nan,nan,nan,nan,15.04589359909565,
distributed,1,2,7,0.2278611790774864,0.8648,6.974522292993631,1.0065945132861067,0.013364061213391457,0.0025543182295616512,0.12448794592403725,0.05598645849970838,nan,nan,nan,nan,nan,nan,14.86022950986805,
distributed,1,2,10,0.22508776819293275,0.8721,9.966789667896679,1.670191850155703,0.01308957845449987,0.00223792182487287,0.14036671342506055,0.06163441106698565,nan,nan,nan,nan,nan,nan,14.922603550293992,
distributed,1,2,20,0.22449163307437417,0.8698,19.948787061994608,4.190876412148972,0.012411780626752482,0.002190606602732494,0.14574181789061041,0.048999339692769414,nan,nan,nan,nan,nan,nan,15.133419416175617,
distributed,1,2,30,0.22356457589476234,0.8738,29.93348623853211,7.124432905485592,0.012993292230620696,0.001387335192997607,0.12345404209973079,0.056198164203060494,nan,nan,nan,nan,nan,nan,15.295079509616263,
distributed,1,2,50,0.2229365121859411,0.8747,49.89705882352941,14.38363267359428,0.012998052073268566,0.0009802269106450206,0.12992486206559178,0.060252992252274866,nan,nan,nan,nan,nan,nan,15.199463286409332,
distributed,1,2,70,0.22288146156916894,0.8744,68.93206793206794,19.962366937565296,0.012749317231293647,0.0018972673516110105,0.10847459232536177,0.0539344078578424,nan,nan,nan,nan,nan,nan,14.977678382124381,
distributed,1,2,100,0.22356452394760756,0.8761,99.80239520958084,36.89512162874653,0.013081352857251283,0.0008941760537600034,0.1600317637141427,0.04895698778922814,nan,nan,nan,nan,nan,nan,15.1569194837566,
distributed,1,3,-1,0.238190995677426,0.8531,4.3841269841269845,1.1815060759450495,0.013288067297205188,0.0039891010052341205,0.13979989505615756,0.04542233305524867,25.549045584841686,3.2876142455892534,2.740719105835884,0.4100939778414146,1.6983906140394358,0.3835988926690247,15.153389326036335,
distributed,1,3,1,0.24585715636084807,0.8453,1.0,0.0,0.011862396062319473,0.0067773591511078295,0.1302177045989792,0.05262626536772933,nan,nan,nan,nan,nan,nan,14.918410569436366,
distributed,1,3,2,0.23830987536330334,0.8533,1.9886363636363635,0.1482124264974485,0.01329423006473575,0.005069851211725909,0.14367704689963912,0.05362577058390708,nan,nan,nan,nan,nan,nan,15.117885028434163,
distributed,1,3,3,0.23509573925414437,0.8556,2.9849624060150375,0.29481109247603554,0.013665235762380453,0.0041320072951303785,0.12465209364615847,0.05283637362405949,nan,nan,nan,nan,nan,nan,14.870037073296663,
distributed,1,3,5,0.23801397496137092,0.8544,4.972527472527473,0.5135135135135135,0.013312528794862449,0.003449239153142419,0.1374173417741438,0.048992370298654865,nan,nan,nan,nan,nan,nan,15.001988122648331,
distributed,1,3,7,0.24106375657585682,0.8512,6.974137931034483,1.013746349389064,0.013036222241102713,0.002301341077249325,0.13479480409485567,0.05081497946668399,nan,nan,nan,nan,nan,nan,15.27541134884849,
distributed,1,3,10,0.2472553237043445,0.8436,9.968531468531468,1.6287068520047763,0.012674072656337196,0.0019466169279171114,0.130172631441145,0.05935326195963645,nan,nan,nan,nan,nan,nan,14.995789943079743,
distributed,1,3,20,0.26347943539870083,0.8261,19.854314002828854,3.7760538803401036,0.013908252962910797,0.002658597862167101,0.14503896468716765,0.055103648683508186,nan,nan,nan,nan,nan,nan,14.918805242286576,
distributed,1,3,30,0.2761798009970385,0.8143,29.93348623853211,7.124432905485592,0.012809668349134365,0.002303613168142377,0.12017851869438216,0.04417739064857865,nan,nan,nan,nan,nan,nan,15.087022303973928,
distributed,1,3,50,0.28723533160977277,0.806,49.67293625914316,13.67156043126937,0.013570641818254646,0.0015231797198377005,0.11937952561237572,0.06655732590805673,nan,nan,nan,nan,nan,nan,15.206912938490452,
distributed,1,3,70,0.2979811527053499,0.7951,68.90419161676647,19.830138047930983,0.013313134978567755,0.001351960809712233,0.11950538055071713,0.05699417594884181,nan,nan,nan,nan,nan,nan,15.064659403445173,
distributed,1,3,100,0.3086163817931234,0.7846,97.86711930164888,32.042831578303996,0.013658325973512651,0.0010569095819616147,0.10847260726807645,0.04554650107446808,nan,nan,nan,nan,nan,nan,15.092866764571413,
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,0.22310904153270028,0.8731,32.98048780487805,14.215060754346794,0.01289508522931999,0.0024254626770848385,0.12747430345910388,0.05516531475037825,7.122052080584044,4.600084587827859,0.5392188115967378,0.10002081619995322,0.17588295320902797,0.15399691954388697,15.143439950964142,
distributed,0,0,1,0.2467628432674855,0.8424,1.0,0.0,0.01243091680613431,0.005731712263008394,0.13748395245712636,0.05251164895461469,nan,nan,nan,nan,nan,nan,15.14140179558933,
distributed,0,0,2,0.23330164087191443,0.8568,1.9898989898989898,0.13999999999999999,0.012891789232274242,0.004672896512202602,0.12503468156716746,0.0544988294314059,nan,nan,nan,nan,nan,nan,15.052946931547313,
distributed,0,0,3,0.2306519435975258,0.8611,2.983673469387755,0.30669691714115316,0.013885508264512264,0.0037225547682006813,0.14178621064761152,0.056495516750642454,nan,nan,nan,nan,nan,nan,15.184187020015205,
distributed,0,0,5,0.22646598306449492,0.8682,4.979057591623037,0.6322475900481002,0.013443903039924572,0.0031282074063383983,0.12660896941976932,0.05082566825358553,nan,nan,nan,nan,nan,nan,15.024061426533224,
distributed,0,0,7,0.2249046296241179,0.8695,6.975609756097561,0.9860132971832692,0.012743343400904461,0.0025606351946519603,0.12207759088899627,0.050289826245024156,nan,nan,nan,nan,nan,nan,15.092254711516874,
distributed,0,0,10,0.22422556745124275,0.8716,9.968531468531468,1.6287068520047763,0.012444753653745404,0.0028039728085782517,0.13171333396199697,0.05151431473464924,nan,nan,nan,nan,nan,nan,15.01156592066602,
distributed,0,0,20,0.22332483507982465,0.8726,19.94736842105263,4.242640687119285,0.013303518707111325,0.002946109998300039,0.1381753731438199,0.0607284004585649,nan,nan,nan,nan,nan,nan,14.974660704683329,
distributed,0,0,30,0.22294400573036322,0.8737,29.762456546929318,5.352154291082756,0.013513755914620486,0.0019330614220433426,0.12575711627161706,0.047927682585256814,nan,nan,nan,nan,nan,nan,15.21562801551779,
distributed,0,0,50,0.22303043199411252,0.8738,49.52284803400638,10.78644983300808,0.013686244602226356,0.0025755450325093752,0.12238756573393876,0.05000791233174001,nan,nan,nan,nan,nan,nan,14.815109268778732,
distributed,0,0,70,0.22282120626857865,0.874,69.259793814433,17.23433265961355,0.013322451063021103,0.0010001364521644753,0.13806107431548714,0.06344592339396052,nan,nan,nan,nan,nan,nan,15.118937872437664,
distributed,0,0,100,0.2226155354295665,0.8742,98.45436702649657,33.905403535260994,0.013204614218129235,0.0006209893453765409,0.12790519413916332,0.044221176875269046,nan,nan,nan,nan,nan,nan,15.020797210438797,
